,tweet_id,text,retweet_count,created_at
87,1641539323378974720,Trump and Biden in dead heat for 2024 rematch: poll  https://t.co/2uxH9B44ew,6,Thu Mar 30 20:34:07 +0000 2023
88,1641539185315028992,Trump and Biden in dead heat for 2024 rematch: poll https://t.co/l1u6ExPZKn #news #feedly,0,Thu Mar 30 20:33:34 +0000 2023
89,1641539133733568512,"  Yes!  Biden 2024!  We all love Permanent High Inflation, High Interest Rates, Permanent High food, fuel, everything prices, Drag Queen Shows and Strip Shows in little children’s schools, Parents called Terrorists!",0,Thu Mar 30 20:33:22 +0000 2023
90,1641539083804475395," ""Tell me he's running in 2024 and Joe Biden is not his ""good friend.""
Biden is destroying this country.",0,Thu Mar 30 20:33:10 +0000 2023
91,1641538940363587584," Biden doesn't have a clue what he's saying.  If we make it 2024 without the wheels falling completely off, I'll be very surprised.",0,Thu Mar 30 20:32:36 +0000 2023
92,1641538721563418624, A pet dog can beat Biden in 2024.,0,Thu Mar 30 20:31:44 +0000 2023
93,1641538619444690948,"As part of its 2024 budget request, the Biden administration proposed $52B to promote industrial decarbonization, $1.4B to accelerate clean transportation, $75M to enhance supply chains for clean energy &amp; more. #ReasonsToBeOptimistic

https://t.co/YODjptpldc https://t.co/z1uahjJuUy",0,Thu Mar 30 20:31:19 +0000 2023
94,1641538343367507968,"July 2022 Polling. Please retire, Joe Biden. it;s okay to just retire. CNN Poll: 75% of Democratic voters want someone other than Biden in 2024 | CNN Politics https://t.co/ro9azZ0I8Z",1,Thu Mar 30 20:30:14 +0000 2023
95,1641538318520430593," If  steps forward on USA 🇺🇸 starting the process towards a Peace Treaty with Russia 🇷🇺 -
She will have the best policy platform of All 2024 Candidates !!

The better Marianne does in the Democratic Primary the greater the mandate Biden will have for his 2020 agenda!",0,Thu Mar 30 20:30:08 +0000 2023
96,1641538255123275782,"   Im starting to  think Williamson is secretly working for Biden to short circuit the Left for 2024. 

How could she not be some kind of satire of The Left's unseriousness? https://t.co/7rNuG87mv1",0,Thu Mar 30 20:29:52 +0000 2023
97,1641538167382724610, Biden 2024! Who is with me?,0,Thu Mar 30 20:29:32 +0000 2023
98,1641538147938078721,  GOP doesn’t need to do ANYTHING about DEM primaries/candidate selection 2024.DEMS now living with decision to stop Bernie in 2020. Stick with senile angry old white racist corrupt Joe Biden or dump him and nominate some other extremely flawed candidate; they screwed themselves!,0,Thu Mar 30 20:29:27 +0000 2023
99,1641538023669264384,"                                                  11T is still less than Biden's count thus far. Best keep those kleenex for yourself. 
And, here, as I forgot that you're incapable of research. But, it is your source, after all. You'd think you'd know it

https://t.co/N1ji7So2Lf",0,Thu Mar 30 20:28:57 +0000 2023
100,1641538003758620682," No. Biden has been horrible. 2024 will have far less fraud and democrats won’t be able to cheat again so the Republican, whoever it will be will win. Trump lives rent free in your brain meathead",0,Thu Mar 30 20:28:53 +0000 2023
101,1641537514769883174,"IMPEACH IMPEACH CORRUPT BIDEN!!

TRUMP 2024!!!!!
       MAGA!!!!",0,Thu Mar 30 20:26:56 +0000 2023
102,1641537307726557184," Fucking idiot IMPEACH IMPEACH BIDEN!!!

TRUMP 2024!!!!
      MAGA!!!!!’",0,Thu Mar 30 20:26:07 +0000 2023
103,1641537069771005961,"#Tax Implications of President Biden’s Proposed Fiscal Year 2024 Budget

Read more here: https://t.co/OmSY0e0nl9 https://t.co/1bkDeFMiZx",0,Thu Mar 30 20:25:10 +0000 2023
104,1641537059570724864,"Please Retire… 

Biden 2024? Most Democrats say no thank you: AP-NORC poll | AP News https://t.co/4Tt5koTH0v",1,Thu Mar 30 20:25:07 +0000 2023
105,1641536212698820609,"  oh now the left loves Fox News

🤣🤣🤣🤣🤣🤣🤣🤣🤣

any port in the storm I guess
Biden is shit

https://t.co/pQqkhJ056k",0,Thu Mar 30 20:21:46 +0000 2023
